id,Company,About company,Company outlook,Company size (number of employees),Company type,Compensation band,Contact details,Content,How to apply,Last edited time,Market,Priority,Scope of AI,Status,Tips,Website
22,DataWeave,"Bengaluru-based retail competitive intelligence and pricing AI platform. Founded 2011, tracks 100M+ SKUs across global retailers for brands like Walmart, Colgate. Series B funded, 150+ employees.",Positive,medium,Startup,60LPA,mailto:karthik@dataweave.com (likely) | LinkedIn: http://linkedin.com/in/karthikbettadapura,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,"AI for retail analytics — competitor price tracking, share-of-search, product matching, and market intelligence at massive scale for global CPG and retail brands.",,"CEO Karthik Bettadapura founded the company and has 15+ years in retail intelligence — he’s on LinkedIn and reachable. Check http://dataweave.com/company/careers for any open product roles. They're a niche, profitable-leaning business — senior hires are deliberate. Lead with your e-commerce background (Openly) and AI analytics experience. Bengaluru-based team makes an in-person intro feasible.",https://www.dataweave.com
23,SigTuple,"Bengaluru-based medical AI company transforming pathology through automated analysis of microscopy samples. Raised $20M+, used in 30+ countries. Works with labs to automate blood, semen, urine, and sputum analysis.",Positive,small,Startup,50LPA,mailto:rohit@sigtuple.com (likely) | LinkedIn: http://linkedin.com/in/rohitkumarpandey,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,AI for medical image analysis — computer vision models trained on microscopy to automate pathology diagnostics with accuracy comparable to expert pathologists.,,"CEO Rohit Kumar Pandey is reachable on LinkedIn. Small company — any PM hire at this level is a founder-level decision. Check http://sigtuple.com for any open roles. Lead with your CareStack experience (US healthcare SaaS, compliance-aware product) — that’s the most relevant angle here. Comp likely below ₹1Cr target. Good option only if healthcare AI is a space you genuinely want to work in.",https://sigtuple.com
24,Niramai,"Bengaluru-based AI health-tech company developing non-invasive breast cancer screening using thermal imaging and ML. $12M raised, operates in 50+ hospitals across India.",Positive,small,Startup,50LPA,mailto:geetha@niramai.com (likely) | LinkedIn: http://linkedin.com/in/geethamanjunath,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,AI for medical imaging — SMILE (Screening with Machine Intelligence for Early Detection) system uses thermal imaging + ML to screen for breast cancer without radiation.,,"Founder and CEO Geetha Manjunath is a well-recognized figure in Indian deep tech — TED speaker, WEF Global Innovator, active on LinkedIn. She’s a thoughtful leader who values mission alignment over credentials. Lead your outreach with purpose, not metrics. Email: mailto:geetha@niramai.com (likely). Check http://niramai.com/careers. Bengaluru-based. Comp likely below ₹1Cr, but high mission and social impact profile.",https://www.niramai.com
25,Turing,"AI-powered ""Intelligent Talent Cloud"" connecting companies to vetted remote engineers, founded 2018 by Jonathan Siddharth (CEO) and Vijay Krishnan. ~$1.1B valuation. Pivoted hard into AI since 2023: RLHF data labelling, LLM red-teaming for frontier labs. Launched Turing Frontier (Apr 2026) connecting AI labs with elite domain experts.",Very positive,large,Startup,1cr+,"Jonathan Siddharth (Co-founder & CEO) — LinkedIn: http://linkedin.com/in/jonsid (very active, posts daily on AI/industry trends).","Hi Jonathan.

I've been following Turing and I want to work with you.
I've got 10 years building product in dynamic industries like social media, leading teams of 20+.
Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta. Since then: 25M+ users, $50M+ pipeline, $3M raised, and a patent that cuts conversational AI costs 90%.

Now I'm after the next big thing.
Check out http://tanishksharma.com if the pitch was compelling.

Worth 5 minutes?
+91 89712 58254",DM Founder,"April 28, 2026 9:25 AM",International,Medium,AI-driven vetting/matching of engineers; pivoted into AI data/RLHF services for frontier labs and now Turing Frontier (domain experts training AI models).,Ready,"Strong recent hook: Turing Frontier launch (Apr 2026) connecting AI labs with elite domain experts — reference this specifically. Jonathan posts daily, good DM responsiveness odds.",https://www.turing.com
26,Hypersonix,"Bengaluru-based AI platform for retail pricing optimization and demand forecasting. Raised $7M+, serves global retailers with autonomous pricing decisions driven by ML.",Positive,small,Startup,60LPA,mailto:prem@hypersonix.ai (likely) | LinkedIn: http://linkedin.com/in/premkiran,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,"AI for retail revenue management — demand forecasting, dynamic pricing, inventory optimization, and competitive price intelligence powered by ML models.",,"CEO Prem Kiran is reachable on LinkedIn. Early-stage, small team — any senior PM is a direct founder conversation. Check http://hypersonix.ai for career listings. Frame your pitch around building enterprise trust in autonomous AI decisions — the key adoption barrier in retail pricing AI. Your Openly e-commerce + agentic AI background is the strongest relevant combination here.",https://www.hypersonix.ai
27,http://Vernacular.ai,"AI-powered regional language customer service platform. Bengaluru-based, automates voice and chat customer interactions in Indian regional languages for enterprises.",Positive,small,Startup,50LPA,mailto:sourabh@vernacular.ai (likely - founder Sourabh Gupta) | LinkedIn: http://linkedin.com/company/vernacular-ai,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,"AI voice and chat bots in regional Indian languages — ASR, NLP, and TTS built for vernacular-first customer service automation.",,"Early-stage company — there is no formal hiring process. Founder Sourabh Gupta (CEO) is the only path in. LinkedIn DM is the channel. This is a speculative conversation rather than a structured job search — go in exploring whether a role makes sense, not expecting a JD. Comp will likely be below ₹1Cr target. Only worth pursuing if you are genuinely passionate about the vernacular AI space.",https://vernacular.ai
28,Clarisights,"B2B marketing analytics platform that helps performance and growth teams analyze campaign data across channels using AI. Bengaluru-based, bootstrapped to profitability, 50-80 employees. Used by Delivery Hero, Zalando, and similar companies.",Positive,small,Startup,60LPA,mailto:arun@clarisights.com (likely) | LinkedIn: http://linkedin.com/in/arunsrinivasan-clarisights,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,"AI applied to marketing data consolidation, anomaly detection, and automated insights for performance marketing teams.",,"Small bootstrapped company (~50-80 people) — CEO Arun Srinivasan makes all senior hires personally. LinkedIn DM is the right channel. They don’t post widely, so reaching out proactively is the only real path. Check http://clarisights.com/careers just in case. Lead with a specific understanding of performance marketing analytics workflows — generic outreach won’t land here. Comp will likely be below ₹1Cr target, so clarify expectations early.",https://www.clarisights.com
29,Uncanny Vision,"Bengaluru-based computer vision AI company for smart surveillance and edge AI. 100+ employees, serves retail, manufacturing, and smart city clients with video analytics.",Positive,small,Startup,50LPA,mailto:ranjith@uncannyvision.com (likely) | LinkedIn: http://linkedin.com/in/ranjithparakkal,,DM Founder,"April 28, 2026 9:25 AM",Indian,Low,"Computer vision AI at the edge — real-time video analytics, object detection, people counting, and anomaly detection for retail and industrial clients.",,Founder Ranjith Parakkal is on LinkedIn and reachable. Very small company (100+ people) — senior PM hire is a founder decision. Check http://uncannyvision.com for any open roles. Lead with your fluffbotics AI hardware experience — it’s the most relevant signal for an edge AI company. Bengaluru HQ. Comp likely below ₹1Cr target. Lower-priority target unless edge AI and computer vision specifically excites you.,https://uncannyvision.com
30,Senseforth / Engati,"Enterprise chatbot and conversational AI platform. Bengaluru-based, operates as Engati. 150+ employees, serves 1000+ businesses across 50+ countries with no-code bot building.",Positive,medium,Startup,60LPA,,,Website,"April 28, 2026 9:25 AM",Indian,Low,"AI chatbot platform — NLP-based conversational AI, multi-channel bot deployment, live chat + AI hybrid, and enterprise integrations.",,"Engati operates independently at http://engati.com but http://Senseforth.ai is a Fractal Analytics business unit. If targeting Senseforth specifically, apply through Fractal’s Workday ATS at http://fractal.wd1.myworkdayjobs.com/Careers. For Engati as a standalone, check http://engati.com/company/careers and LinkedIn. Neither has an accessible founder given the size. This is a mid-priority target — the conversational AI space is crowded and neither company is a market leader.",https://www.engati.com
31,Scaler / InterviewBit,"Bengaluru-based tech upskilling and education platform. 1M+ learners, $80M+ raised. Offers structured programs for software engineers to transition into high-paying tech roles.",Very positive,large,Startup,80LPA,Abhimanyu Saxena (CEO) — X: @asxna | mailto:a@interviewbit.com (pattern) | http://linkedin.com/in/abhimanyusaxena,"Subject: Scaler + me

Hi Abhimanyu,

I've been following Scaler and I want to work with you.
I've got 10 years building product in dynamic industries like social media, leading teams of 20+.
Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta. Since then: 25M+ users, $50M+ pipeline, $3M raised, and a patent that cuts conversational AI costs 90%.

Now I'm after the next big thing.
Check out http://tanishksharma.com if the pitch was compelling.

Worth 5 minutes?
Tanishk
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 5:57 PM",Indian,High,"AI embedded in learning paths, mock interviews, personalised curriculum, and career coaching. AI productivity for education is core to their roadmap.",Wrong email/DMs not open,Active careers page at http://scaler.com/careers — apply there and filter for product leadership roles. Co-founders Anshuman Singh and Abhimanyu Saxena are both on LinkedIn and occasionally respond to thoughtful outreach. At 1M+ learners they have a structured PM org. Target roles specifically in their AI-in-learning product line or the B2B enterprise skilling vertical. Your IntNext mentorship (AI productivity for education) gives you a very direct conversation hook.,https://www.scaler.com
32,Ola,"Ride-hailing, EV, and mobility super-app. Bengaluru-based, SoftBank-backed. Ola Mobility + Ola Electric + Ola Financial Services. 10M+ rides per day across India.",Negative,large,Giant/Unicorn,1cr+,,,Website,"April 28, 2026 9:25 AM",Indian,Low,"AI in ride dispatch, dynamic pricing, ETA prediction, fraud detection, and OlaGPT-based customer service. Ola Electric is building AI for battery and vehicle management.",,"Apply via http://careers.olacabs.com or LinkedIn. IMPORTANT: Multiple divisions in distress (Ola Electric 1000+ layoffs in 2025, culture concerns across the group). If pursuing, target Ola Consumer specifically — the cab business. Do thorough Glassdoor and network due diligence before accepting any offer. Internal referral from someone already inside is strongly recommended before submitting cold.",https://www.olacabs.com
